3223,Christopher Hitchens,bona-fide
3224,Alec Guinness,bona-fide
3225,Donald Trump,bona-fide
3226,Kanye West,spoof
3227,Alec Guinness,spoof
3228,Jeff Goldblum,bona-fide
3229,Milton Friedman,bona-fide
3230,Harry Truman,spoof
3231,Bill Burr,bona-fide
3232,Barack Obama,bona-fide
3233,Lyndon Johnson,bona-fide
3234,Richard Nixon,bona-fide
3235,Queen Elizabeth II,spoof
3236,Louis Farrakhan,bona-fide
3237,Winston Churchill,spoof
3238,Bernie Sanders,spoof
3239,Alec Guinness,bona-fide
3240,Milton Friedman,spoof
3241,Barack Obama,bona-fide
3242,Bernie Sanders,bona-fide
3243,Alec Guinness,bona-fide
3244,Alec Guinness,bona-fide
3245,Barack Obama,bona-fide
3246,Christopher Hitchens,bona-fide
3247,Barack Obama,bona-fide
3248,George W. Bush,spoof
3249,Alec Guinness,spoof
3250,Jerry Seinfeld,spoof
3251,Christopher Hitchens,bona-fide
3252,Alec Guinness,bona-fide
3253,Christopher Hitchens,bona-fide
3254,Arnold Schwarzenegger,spoof
3255,Milton Friedman,bona-fide
3256,Barack Obama,bona-fide
3257,Alec Guinness,spoof
3258,Donald Trump,bona-fide
3259,Gilbert Gottfried,bona-fide
3260,Christopher Hitchens,bona-fide
3261,Malcolm X,bona-fide
3262,Bernie Sanders,spoof
3263,Bernie Sanders,bona-fide
3264,Christopher Hitchens,bona-fide
3265,Ayn Rand,spoof
3266,Ronald Reagan,bona-fide
3267,Bernie Sanders,bona-fide
3268,Ayn Rand,bona-fide
3269,Barack Obama,bona-fide
3270,Ronald Reagan,spoof
3271,Louis Farrakhan,spoof
3272,FDR,bona-fide
3273,Ayn Rand,spoof
3274,Alec Guinness,bona-fide
3275,Donald Trump,spoof
3276,George W. Bush,bona-fide
3277,Barack Obama,spoof
3278,Ayn Rand,bona-fide
3279,Winston Churchill,bona-fide
3280,Barack Obama,bona-fide
3281,Winston Churchill,bona-fide
3282,Alexandria Ocasio-Cortez,bona-fide
3283,Ayn Rand,bona-fide
3284,Barack Obama,bona-fide
3285,The Notorious B.I.G.,spoof
3286,Alec Guinness,spoof
3287,Donald Trump,bona-fide
3288,Milton Friedman,bona-fide
3289,Bill Clinton,spoof
3290,Louis Farrakhan,bona-fide
3291,Barack Obama,bona-fide
3292,Mark Zuckerberg,bona-fide
3293,Donald Trump,bona-fide
3294,Alec Guinness,bona-fide
3295,Donald Trump,bona-fide
3296,Richard Nixon,spoof
3297,Donald Trump,bona-fide
3298,Barack Obama,bona-fide
3299,Milton Friedman,bona-fide
3300,Ayn Rand,bona-fide
3301,FDR,bona-fide
3302,Bob Ross,spoof
3303,Nelson Mandela,spoof
3304,Winston Churchill,bona-fide
3305,Donald Trump,bona-fide
3306,Barack Obama,bona-fide
3307,Winston Churchill,spoof
3308,Donald Trump,bona-fide
3309,Ayn Rand,bona-fide
3310,Mark Zuckerberg,spoof
3311,Martin Luther King,bona-fide
3312,Alan Watts,spoof
3313,Tucker Carlson,spoof
3314,Gilbert Gottfried,bona-fide
3315,Donald Trump,bona-fide
3316,Barack Obama,bona-fide
3317,Bernie Sanders,spoof
3318,Martin Luther King,bona-fide
3319,Ayn Rand,bona-fide
3320,Alec Guinness,bona-fide
3321,Gilbert Gottfried,spoof
3322,Dwight Eisenhower,bona-fide
3323,Mark Zuckerberg,bona-fide
3324,Mark Zuckerberg,spoof
3325,Bernie Sanders,spoof
3326,Ronald Reagan,spoof
3327,Barack Obama,bona-fide
3328,Donald Trump,bona-fide
3329,Boris Johnson,bona-fide
3330,Barack Obama,bona-fide
3331,Malcolm X,spoof
3332,Robert Kardashian,bona-fide
3333,Ronald Reagan,bona-fide
3334,Dwight Eisenhower,bona-fide
3335,Barack Obama,bona-fide
3336,JFK,spoof
3337,Ronald Reagan,spoof
3338,Barack Obama,bona-fide
3339,Ronald Reagan,bona-fide
3340,George Carlin,bona-fide
3341,Donald Trump,bona-fide
3342,Alec Guinness,bona-fide
3343,Barack Obama,bona-fide
3344,Alec Guinness,bona-fide
3345,Christopher Hitchens,spoof
3346,Winston Churchill,bona-fide
3347,Donald Trump,bona-fide
3348,Milton Friedman,spoof
3349,Bill Burr,spoof
3350,Donald Trump,bona-fide
3351,Alec Guinness,bona-fide
3352,Malcolm X,bona-fide
3353,Alec Guinness,spoof
3354,Louis Farrakhan,bona-fide
3355,Ronald Reagan,bona-fide
3356,Bill Clinton,bona-fide
3357,Bernie Sanders,bona-fide
3358,Ronald Reagan,spoof
3359,Alec Guinness,bona-fide
3360,Ayn Rand,bona-fide
3361,Alexandria Ocasio-Cortez,bona-fide
3362,Ronald Reagan,spoof
3363,Bernie Sanders,spoof
3364,Alec Guinness,spoof
3365,Alec Guinness,spoof
3366,Alec Guinness,spoof
3367,Bill Clinton,bona-fide
3368,Christopher Hitchens,bona-fide
3369,Martin Luther King,spoof
3370,Ayn Rand,spoof
3371,Ayn Rand,bona-fide
3372,Queen Elizabeth II,spoof
3373,Ayn Rand,bona-fide
3374,Bill Clinton,spoof
3375,Ronald Reagan,bona-fide
3376,George W. Bush,bona-fide
3377,Alec Guinness,bona-fide
3378,Donald Trump,bona-fide
3379,Bernie Sanders,spoof
3380,Bernie Sanders,bona-fide
3381,Kamala Harris,spoof
3382,Alec Guinness,bona-fide
3383,John Cleese,spoof
3384,Ayn Rand,bona-fide
3385,Winston Churchill,bona-fide
3386,Bill Clinton,spoof
3387,Donald Trump,bona-fide
3388,Alec Guinness,bona-fide
3389,Bernie Sanders,bona-fide
3390,Donald Trump,bona-fide
3391,Winston Churchill,bona-fide
3392,Donald Trump,bona-fide
3393,Donald Trump,bona-fide
3394,George Carlin,bona-fide
3395,Christopher Hitchens,spoof
3396,Bernie Sanders,bona-fide
3397,Ayn Rand,bona-fide
3398,Bill Clinton,bona-fide
3399,Mr. Rogers,spoof
3400,Alec Guinness,spoof
3401,Bill Clinton,bona-fide
3402,Ronald Reagan,spoof
3403,Bill Clinton,bona-fide
3404,Bernie Sanders,spoof
3405,Christopher Hitchens,bona-fide
3406,Bill Clinton,bona-fide
3407,Martin Luther King,bona-fide
3408,Gilbert Gottfried,bona-fide
3409,Bill Clinton,spoof
3410,JFK,spoof
3411,Alan Watts,spoof
3412,Queen Elizabeth II,bona-fide
3413,Barack Obama,bona-fide
3414,Donald Trump,bona-fide
3415,Ayn Rand,spoof
3416,George Carlin,bona-fide
3417,Winston Churchill,bona-fide
3418,Ayn Rand,spoof
3419,Bernie Sanders,spoof
3420,Alec Guinness,spoof
3421,Martin Luther King,spoof
3422,Bernie Sanders,bona-fide
3423,Alec Guinness,bona-fide
3424,Alexandria Ocasio-Cortez,bona-fide
3425,Bill Burr,bona-fide
3426,The Notorious B.I.G.,spoof
3427,Bernie Sanders,bona-fide
3428,Alec Guinness,spoof
3429,Barack Obama,bona-fide
3430,Winston Churchill,spoof
3431,FDR,bona-fide
3432,Bill Clinton,spoof
3433,Queen Elizabeth II,spoof
3434,Gilbert Gottfried,spoof
3435,Boris Johnson,bona-fide
3436,Donald Trump,bona-fide
3437,Barack Obama,bona-fide
3438,JFK,bona-fide
3439,Bill Clinton,spoof
3440,Alec Guinness,spoof
3441,FDR,bona-fide
3442,The Notorious B.I.G.,spoof
3443,Queen Elizabeth II,spoof
3444,Alec Guinness,bona-fide
3445,Bill Clinton,spoof
3446,Donald Trump,bona-fide
3447,Bernie Sanders,bona-fide
3448,Winston Churchill,bona-fide
3449,Mark Zuckerberg,bona-fide
3450,Christopher Hitchens,bona-fide
3451,Ayn Rand,bona-fide
3452,Christopher Hitchens,bona-fide
3453,Dwight Eisenhower,bona-fide
3454,Christopher Hitchens,bona-fide
3455,Mark Zuckerberg,spoof
3456,Mark Zuckerberg,bona-fide
3457,Alan Watts,spoof
3458,Donald Trump,bona-fide
3459,Ayn Rand,spoof
3460,Bill Clinton,bona-fide
3461,Martin Luther King,spoof
3462,Bill Clinton,bona-fide
3463,Bill Clinton,bona-fide
3464,Winston Churchill,bona-fide
3465,Donald Trump,bona-fide
3466,Milton Friedman,spoof
3467,Martin Luther King,bona-fide
3468,Alec Guinness,bona-fide
3469,FDR,bona-fide
3470,Barack Obama,spoof
3471,Donald Trump,bona-fide
3472,Barack Obama,bona-fide
3473,Donald Trump,bona-fide
3474,Ronald Reagan,spoof
3475,JFK,spoof
3476,Harry Truman,spoof
3477,Donald Trump,bona-fide
3478,Ronald Reagan,spoof
3479,Barack Obama,bona-fide
3480,Donald Trump,bona-fide
3481,Bernie Sanders,bona-fide
3482,Martin Luther King,bona-fide
3483,Barack Obama,bona-fide
3484,Milton Friedman,spoof
3485,Alec Guinness,spoof
3486,Boris Johnson,spoof
3487,Donald Trump,bona-fide
3488,Bill Clinton,bona-fide
3489,Ronald Reagan,spoof
3490,Milton Friedman,spoof
3491,Adam Driver,bona-fide
3492,Lyndon Johnson,spoof
3493,Alec Guinness,spoof
3494,Orson Welles,spoof
3495,Bernie Sanders,spoof
3496,Winston Churchill,bona-fide
3497,Donald Trump,bona-fide
3498,Donald Trump,bona-fide
3499,Gilbert Gottfried,spoof
3500,Boris Johnson,bona-fide
3501,Louis Farrakhan,spoof
3502,Alec Guinness,spoof
3503,Milton Friedman,bona-fide
3504,JFK,bona-fide
3505,Boris Johnson,bona-fide
3506,The Notorious B.I.G.,spoof
3507,Barack Obama,bona-fide
3508,Barack Obama,bona-fide
3509,Winston Churchill,bona-fide
3510,Bernie Sanders,bona-fide
3511,Winston Churchill,bona-fide
3512,Harry Truman,bona-fide
3513,Alec Guinness,bona-fide
3514,Martin Luther King,spoof
3515,Christopher Hitchens,spoof
3516,Bernie Sanders,spoof
3517,Alec Guinness,bona-fide
3518,Alec Guinness,spoof
3519,Donald Trump,bona-fide
3520,Norm MacDonald,bona-fide
3521,Bernie Sanders,bona-fide
3522,Bernie Sanders,spoof
3523,Ayn Rand,bona-fide
3524,Donald Trump,bona-fide
3525,Barack Obama,bona-fide
3526,Robert Kardashian,bona-fide
3527,Mark Zuckerberg,bona-fide
3528,Donald Trump,bona-fide
3529,Donald Trump,bona-fide
3530,Nick Offerman,bona-fide
3531,Ronald Reagan,spoof
3532,Barack Obama,bona-fide
3533,Winston Churchill,bona-fide
3534,Alec Guinness,spoof
3535,Norm MacDonald,spoof
3536,George W. Bush,spoof
3537,Ronald Reagan,spoof
3538,Ronald Reagan,spoof
3539,Bernie Sanders,bona-fide
3540,Donald Trump,bona-fide
3541,Christopher Hitchens,spoof
3542,Alec Guinness,bona-fide
3543,Bill Burr,bona-fide
3544,Alan Watts,spoof
3545,Boris Johnson,bona-fide
3546,Winston Churchill,bona-fide
3547,Ronald Reagan,spoof
3548,Donald Trump,bona-fide
3549,Ayn Rand,spoof
3550,Harry Truman,spoof
3551,George W. Bush,spoof
3552,Nelson Mandela,bona-fide
3553,Barack Obama,spoof
3554,Bernie Sanders,spoof
3555,Barack Obama,bona-fide
3556,The Notorious B.I.G.,spoof
3557,Alec Guinness,bona-fide
3558,Nick Offerman,bona-fide
3559,Barack Obama,bona-fide
3560,Ayn Rand,bona-fide
3561,Nick Offerman,bona-fide
3562,Martin Luther King,bona-fide
3563,Norm MacDonald,spoof
3564,Alec Guinness,bona-fide
3565,Winston Churchill,spoof
3566,Alec Guinness,bona-fide
3567,Winston Churchill,bona-fide
3568,Barack Obama,bona-fide
3569,Donald Trump,bona-fide
3570,Barack Obama,bona-fide
3571,Ronald Reagan,spoof
3572,Alec Guinness,bona-fide
3573,Alec Guinness,spoof
3574,Jeff Goldblum,bona-fide
3575,Barack Obama,bona-fide
3576,Donald Trump,bona-fide
3577,Milton Friedman,bona-fide
3578,Boris Johnson,bona-fide
3579,Winston Churchill,spoof
3580,Donald Trump,bona-fide
3581,Louis Farrakhan,bona-fide
3582,Mark Zuckerberg,bona-fide
3583,Barack Obama,bona-fide
3584,Barack Obama,bona-fide
3585,Bill Clinton,bona-fide
3586,Bill Clinton,bona-fide
3587,Alec Guinness,spoof
3588,Barack Obama,bona-fide
3589,Bill Clinton,bona-fide
3590,Alec Guinness,spoof
3591,Queen Elizabeth II,spoof
3592,Christopher Hitchens,spoof
3593,Bernie Sanders,spoof
3594,Bernie Sanders,bona-fide
3595,Jeff Goldblum,bona-fide
3596,Alec Guinness,spoof
3597,Ayn Rand,spoof
3598,Barack Obama,bona-fide
3599,Calvin Coolidge,bona-fide
3600,Donald Trump,bona-fide
3601,Christopher Hitchens,spoof
3602,Barack Obama,bona-fide
3603,Barack Obama,bona-fide
3604,Barack Obama,bona-fide
3605,George Carlin,bona-fide
3606,Alec Guinness,bona-fide
3607,Ronald Reagan,bona-fide
3608,Ayn Rand,bona-fide
3609,Lyndon Johnson,bona-fide
3610,Bernie Sanders,spoof
3611,Alec Guinness,bona-fide
3612,Bill Clinton,bona-fide
3613,Alan Watts,bona-fide
3614,Alec Guinness,spoof
3615,Richard Nixon,bona-fide
3616,JFK,spoof
3617,Nelson Mandela,bona-fide
3618,Gilbert Gottfried,spoof
3619,George Carlin,bona-fide
3620,Bernie Sanders,bona-fide
3621,Ayn Rand,spoof
3622,Donald Trump,bona-fide
3623,Winston Churchill,bona-fide
3624,Malcolm X,bona-fide
3625,Bernie Sanders,spoof
3626,Bernie Sanders,bona-fide
3627,Martin Luther King,spoof
3628,Alec Guinness,bona-fide
3629,Louis C.K.,spoof
3630,Barack Obama,bona-fide
3631,Donald Trump,bona-fide
3632,Alec Guinness,spoof
3633,JFK,spoof
3634,Richard Nixon,bona-fide
3635,Alec Guinness,bona-fide
3636,Donald Trump,bona-fide
3637,Barack Obama,spoof
3638,Alec Guinness,spoof
3639,The Notorious B.I.G.,spoof
3640,Winston Churchill,spoof
3641,Ayn Rand,bona-fide
3642,Alexandria Ocasio-Cortez,bona-fide
3643,Ronald Reagan,spoof
3644,Martin Luther King,bona-fide
3645,JFK,bona-fide
3646,Ronald Reagan,spoof
3647,Gilbert Gottfried,bona-fide
3648,Milton Friedman,spoof
3649,Boris Johnson,bona-fide
3650,Bernie Sanders,bona-fide
3651,Louis Farrakhan,bona-fide
3652,Barack Obama,bona-fide
3653,Barack Obama,bona-fide
3654,Bill Clinton,spoof
3655,Ronald Reagan,spoof
3656,Alec Guinness,bona-fide
3657,Alec Guinness,bona-fide
3658,Bill Clinton,spoof
3659,Bernie Sanders,bona-fide
3660,Donald Trump,bona-fide
3661,Bernie Sanders,bona-fide
3662,Lyndon Johnson,bona-fide
3663,Nelson Mandela,spoof
3664,Donald Trump,bona-fide
3665,JFK,bona-fide
3666,Bernie Sanders,bona-fide
3667,Ayn Rand,bona-fide
3668,JFK,spoof
3669,George W. Bush,bona-fide
3670,Bill Clinton,bona-fide
3671,Arnold Schwarzenegger,spoof
3672,Bob Ross,spoof
3673,Martin Luther King,bona-fide
3674,Alexandria Ocasio-Cortez,bona-fide
3675,George W. Bush,spoof
3676,Ayn Rand,spoof
3677,Martin Luther King,bona-fide
3678,Barack Obama,bona-fide
3679,Alec Guinness,spoof
3680,Bill Clinton,spoof
3681,George Carlin,bona-fide
3682,Bernie Sanders,spoof
3683,Barack Obama,bona-fide
3684,Martin Luther King,spoof
3685,Donald Trump,bona-fide
3686,Mark Zuckerberg,bona-fide
3687,Bill Clinton,bona-fide
3688,Donald Trump,bona-fide
3689,Barack Obama,spoof
3690,Bernie Sanders,spoof
3691,Alexandria Ocasio-Cortez,bona-fide
3692,Martin Luther King,bona-fide
3693,Adam Driver,spoof
3694,Alan Watts,spoof
3695,Alec Guinness,spoof
3696,Adam Driver,bona-fide
3697,Ayn Rand,bona-fide
3698,Ayn Rand,spoof
3699,Barack Obama,bona-fide
3700,Donald Trump,bona-fide
3701,Barack Obama,bona-fide
3702,Ronald Reagan,spoof
3703,The Notorious B.I.G.,spoof
3704,Winston Churchill,bona-fide
3705,Alec Guinness,spoof
3706,Louis Farrakhan,spoof
3707,Bernie Sanders,spoof
3708,Orson Welles,bona-fide
3709,Bernie Sanders,bona-fide
3710,Alec Guinness,bona-fide
3711,Christopher Hitchens,bona-fide
3712,Bill Clinton,spoof
3713,Milton Friedman,spoof
3714,Bernie Sanders,bona-fide
3715,Donald Trump,bona-fide
3716,Ayn Rand,spoof
3717,Gilbert Gottfried,bona-fide
3718,Nelson Mandela,bona-fide
3719,Alec Guinness,bona-fide
3720,Milton Friedman,spoof
3721,Donald Trump,bona-fide
3722,Barack Obama,bona-fide
3723,Louis C.K.,spoof
3724,Alec Guinness,bona-fide
3725,Bill Clinton,bona-fide
3726,Arnold Schwarzenegger,bona-fide
3727,Arnold Schwarzenegger,bona-fide
3728,Ayn Rand,bona-fide
3729,Frank Sinatra,spoof
3730,Alec Guinness,spoof
3731,Christopher Hitchens,bona-fide
3732,Alec Guinness,spoof
3733,Alec Guinness,bona-fide
3734,John Cleese,spoof
3735,Winston Churchill,bona-fide
3736,Ronald Reagan,spoof
3737,FDR,bona-fide
3738,Donald Trump,bona-fide
3739,Ayn Rand,bona-fide
3740,Queen Elizabeth II,bona-fide
3741,Donald Trump,bona-fide
3742,Bill Clinton,bona-fide
3743,Christopher Hitchens,bona-fide
3744,Bill Burr,bona-fide
3745,JFK,bona-fide
3746,Alec Guinness,spoof
3747,Richard Nixon,spoof
3748,Bernie Sanders,spoof
3749,Adam Driver,bona-fide
3750,FDR,bona-fide
3751,Barack Obama,bona-fide
3752,Bernie Sanders,spoof
3753,Scarlett Johansson,bona-fide
3754,Bernie Sanders,bona-fide
3755,Harry Truman,bona-fide
3756,Donald Trump,bona-fide
3757,The Notorious B.I.G.,spoof
3758,Barack Obama,bona-fide
3759,Ronald Reagan,bona-fide
3760,Mark Zuckerberg,spoof
3761,Donald Trump,bona-fide
3762,Bernie Sanders,bona-fide
3763,Christopher Hitchens,bona-fide
3764,Nelson Mandela,spoof
3765,Ayn Rand,spoof
3766,Alec Guinness,bona-fide
3767,Alec Guinness,spoof
3768,Alec Guinness,spoof
3769,Bernie Sanders,bona-fide
3770,Nelson Mandela,spoof
3771,Barack Obama,bona-fide
3772,Donald Trump,bona-fide
3773,Alec Guinness,bona-fide
3774,Boris Johnson,bona-fide
3775,George Carlin,spoof
3776,Barack Obama,bona-fide
3777,Alec Guinness,bona-fide
3778,Barack Obama,bona-fide
3779,Barack Obama,bona-fide
3780,Boris Johnson,bona-fide
3781,Alec Guinness,bona-fide
3782,Barack Obama,bona-fide
3783,Barack Obama,bona-fide
3784,Barack Obama,spoof
3785,Bernie Sanders,bona-fide
3786,Alan Watts,spoof
3787,Ayn Rand,spoof
3788,Bill Clinton,bona-fide
3789,Alec Guinness,bona-fide
3790,Alec Guinness,bona-fide
3791,JFK,bona-fide
3792,Mark Zuckerberg,spoof
3793,Bernie Sanders,bona-fide
3794,Ronald Reagan,spoof
3795,Ayn Rand,bona-fide
3796,Barack Obama,bona-fide
3797,Gilbert Gottfried,spoof
3798,Ayn Rand,bona-fide
3799,Donald Trump,bona-fide
3800,Bob Ross,bona-fide
3801,Barack Obama,bona-fide
3802,Ayn Rand,spoof
3803,Adam Driver,bona-fide
3804,JFK,spoof
3805,Donald Trump,bona-fide
3806,Barack Obama,bona-fide
3807,Barack Obama,bona-fide
3808,Donald Trump,bona-fide
3809,Alexandria Ocasio-Cortez,bona-fide
3810,Bill Clinton,bona-fide
3811,Donald Trump,bona-fide
3812,Bernie Sanders,spoof
3813,Donald Trump,bona-fide
3814,Donald Trump,bona-fide
3815,Winston Churchill,spoof
3816,Donald Trump,bona-fide
3817,Martin Luther King,spoof
3818,Alec Guinness,spoof
3819,Boris Johnson,spoof
3820,JFK,bona-fide
3821,Bill Clinton,bona-fide
3822,Ayn Rand,bona-fide
3823,Barack Obama,bona-fide
3824,Alec Guinness,spoof
3825,Bill Burr,bona-fide
3826,Ronald Reagan,spoof
3827,Christopher Hitchens,spoof
3828,Christopher Hitchens,spoof
3829,Donald Trump,bona-fide
3830,Donald Trump,bona-fide
3831,Ayn Rand,bona-fide
3832,Barack Obama,bona-fide
3833,Alexandria Ocasio-Cortez,spoof
3834,Ayn Rand,bona-fide
3835,Mark Zuckerberg,spoof
3836,Christopher Hitchens,bona-fide
3837,Donald Trump,bona-fide
3838,FDR,bona-fide
3839,Donald Trump,bona-fide
3840,Dwight Eisenhower,spoof
3841,Louis Farrakhan,bona-fide
3842,Orson Welles,spoof
3843,Boris Johnson,bona-fide
3844,Ayn Rand,spoof
3845,Christopher Hitchens,spoof
3846,Bill Clinton,bona-fide
3847,Dwight Eisenhower,bona-fide
3848,Donald Trump,bona-fide
3849,Richard Nixon,bona-fide
3850,Bernie Sanders,spoof
3851,Ronald Reagan,bona-fide
3852,Ayn Rand,spoof
3853,Ayn Rand,bona-fide
3854,Ayn Rand,spoof
3855,Bill Clinton,bona-fide
3856,Donald Trump,bona-fide
3857,Bernie Sanders,spoof
3858,The Notorious B.I.G.,spoof
3859,Bill Clinton,bona-fide
3860,Donald Trump,bona-fide
3861,Christopher Hitchens,spoof
3862,Adam Driver,spoof
3863,Mark Zuckerberg,bona-fide
3864,Bill Burr,bona-fide
3865,Bernie Sanders,spoof
3866,Bernie Sanders,spoof
3867,Alec Guinness,bona-fide
3868,Barack Obama,bona-fide
3869,Bill Clinton,spoof
3870,Donald Trump,bona-fide
3871,Alec Guinness,spoof
3872,Donald Trump,bona-fide
3873,Winston Churchill,bona-fide
3874,Bernie Sanders,spoof
3875,Barack Obama,bona-fide
3876,Alec Guinness,bona-fide
3877,Martin Luther King,spoof
3878,Donald Trump,bona-fide
3879,Mark Zuckerberg,spoof
3880,Mark Zuckerberg,bona-fide
3881,Ronald Reagan,bona-fide
3882,Nelson Mandela,spoof
3883,Bernie Sanders,bona-fide
3884,Bill Clinton,bona-fide
3885,Alan Watts,spoof
3886,Barack Obama,bona-fide
3887,Lyndon Johnson,bona-fide
3888,Donald Trump,bona-fide
3889,Ronald Reagan,spoof
3890,FDR,bona-fide
3891,Bill Burr,bona-fide
3892,Robert Kardashian,bona-fide
3893,Norm MacDonald,bona-fide
3894,Barack Obama,spoof
3895,Bill Clinton,bona-fide
3896,Barack Obama,bona-fide
3897,Queen Elizabeth II,spoof
3898,Winston Churchill,spoof
3899,Christopher Hitchens,bona-fide
3900,Barack Obama,bona-fide
3901,Bernie Sanders,bona-fide
3902,Alan Watts,bona-fide
3903,Dwight Eisenhower,bona-fide
3904,Christopher Hitchens,spoof
3905,Barack Obama,bona-fide
3906,Bernie Sanders,spoof
3907,FDR,spoof
3908,Mr. Rogers,spoof
3909,Barack Obama,bona-fide
3910,Milton Friedman,bona-fide
3911,Bill Clinton,bona-fide
3912,Christopher Hitchens,bona-fide
3913,Ayn Rand,spoof
3914,Christopher Hitchens,bona-fide
3915,Ayn Rand,bona-fide
3916,Alec Guinness,spoof
3917,Alec Guinness,bona-fide
3918,Louis Farrakhan,spoof
3919,Donald Trump,bona-fide
3920,Martin Luther King,bona-fide
3921,Ayn Rand,bona-fide
3922,Martin Luther King,spoof
3923,Barack Obama,bona-fide
3924,Donald Trump,bona-fide
3925,Donald Trump,bona-fide
3926,Bob Ross,spoof
3927,Ronald Reagan,spoof
3928,Donald Trump,bona-fide
3929,Barack Obama,bona-fide
3930,Bill Burr,bona-fide
3931,Christopher Hitchens,spoof
3932,Ayn Rand,bona-fide
3933,Bernie Sanders,bona-fide
3934,Milton Friedman,spoof
3935,Alan Watts,spoof
3936,Lyndon Johnson,spoof
3937,Donald Trump,bona-fide
3938,Ayn Rand,spoof
3939,Mark Zuckerberg,spoof
3940,Bob Ross,bona-fide
3941,Bernie Sanders,bona-fide
3942,Barack Obama,bona-fide
3943,Alexandria Ocasio-Cortez,bona-fide
3944,Kanye West,spoof
3945,Nelson Mandela,spoof
3946,Christopher Hitchens,bona-fide
3947,Christopher Hitchens,bona-fide
3948,Barack Obama,bona-fide
3949,Alec Guinness,bona-fide
3950,Mark Zuckerberg,bona-fide
3951,Donald Trump,bona-fide
3952,Barack Obama,bona-fide
3953,Barack Obama,bona-fide
3954,Barack Obama,bona-fide
3955,Mitch Hedberg,spoof
3956,Donald Trump,bona-fide
3957,Barack Obama,bona-fide
3958,Mark Zuckerberg,bona-fide
3959,Nick Offerman,bona-fide
3960,Boris Johnson,bona-fide
3961,The Notorious B.I.G.,spoof
3962,FDR,bona-fide
3963,Bernie Sanders,spoof
3964,Bernie Sanders,bona-fide
3965,Alec Guinness,bona-fide
3966,Winston Churchill,bona-fide
3967,Bill Clinton,bona-fide
3968,Boris Johnson,bona-fide
3969,Donald Trump,bona-fide
3970,Lyndon Johnson,bona-fide
3971,Gilbert Gottfried,bona-fide
3972,Ayn Rand,bona-fide
3973,Ayn Rand,spoof
3974,Winston Churchill,bona-fide
3975,2Pac,bona-fide
3976,Martin Luther King,bona-fide
3977,Bernie Sanders,spoof
3978,Malcolm X,bona-fide
3979,Ronald Reagan,bona-fide
3980,Bernie Sanders,bona-fide
3981,Alec Guinness,spoof
3982,Alec Guinness,bona-fide
3983,Barack Obama,bona-fide
3984,Bernie Sanders,bona-fide
3985,Barack Obama,bona-fide
3986,JFK,spoof
3987,2Pac,spoof
3988,Ayn Rand,spoof
3989,Alan Watts,spoof
3990,George W. Bush,bona-fide
3991,Donald Trump,bona-fide
3992,Alan Watts,spoof
3993,Alec Guinness,bona-fide
3994,Bernie Sanders,bona-fide
3995,Donald Trump,bona-fide
3996,Alec Guinness,bona-fide
3997,Adam Driver,spoof
3998,Gilbert Gottfried,spoof
3999,Barack Obama,bona-fide
4000,Christopher Hitchens,bona-fide
4001,Christopher Hitchens,spoof
4002,Malcolm X,bona-fide
4003,Orson Welles,bona-fide
4004,The Notorious B.I.G.,spoof
4005,Donald Trump,bona-fide
4006,Alec Guinness,bona-fide
4007,Winston Churchill,spoof
4008,Barack Obama,bona-fide
4009,Ronald Reagan,bona-fide
4010,Alec Guinness,spoof
4011,Barack Obama,bona-fide
4012,Ayn Rand,bona-fide
4013,Winston Churchill,bona-fide
4014,JFK,bona-fide
4015,Alec Guinness,spoof
4016,Bill Clinton,bona-fide
4017,Bill Clinton,spoof
4018,Alec Guinness,spoof
4019,Alec Guinness,bona-fide
4020,Gilbert Gottfried,spoof
4021,Bernie Sanders,spoof
4022,Mitch Hedberg,spoof
4023,JFK,bona-fide
4024,Alec Guinness,bona-fide
4025,Barack Obama,spoof
4026,Richard Nixon,bona-fide
4027,Bernie Sanders,bona-fide
4028,Alec Guinness,bona-fide
4029,Ronald Reagan,spoof
4030,Donald Trump,bona-fide
4031,Christopher Hitchens,spoof
4032,Mark Zuckerberg,spoof
4033,FDR,spoof
4034,Alec Guinness,bona-fide
4035,FDR,bona-fide
4036,Winston Churchill,spoof
4037,Donald Trump,bona-fide
4038,Dwight Eisenhower,spoof
4039,Louis Farrakhan,bona-fide
4040,Donald Trump,bona-fide
4041,Christopher Hitchens,spoof
4042,Bernie Sanders,bona-fide
4043,Barack Obama,bona-fide
4044,Barack Obama,bona-fide
4045,Ayn Rand,spoof
4046,Alexandria Ocasio-Cortez,bona-fide
4047,Alec Guinness,spoof
4048,Barack Obama,bona-fide
4049,Alec Guinness,bona-fide
4050,Barack Obama,bona-fide
4051,Dwight Eisenhower,bona-fide
4052,Boris Johnson,bona-fide
4053,John Cleese,spoof
4054,Donald Trump,bona-fide
4055,Barack Obama,bona-fide
4056,Ronald Reagan,spoof
4057,Bill Clinton,bona-fide
4058,Barack Obama,spoof
4059,The Notorious B.I.G.,spoof
4060,Bill Clinton,bona-fide
4061,Barack Obama,spoof
4062,Bill Clinton,bona-fide
4063,Bill Clinton,bona-fide
4064,Barack Obama,bona-fide
4065,Winston Churchill,spoof
4066,Barack Obama,bona-fide
4067,Winston Churchill,bona-fide
4068,Bill Clinton,spoof
4069,Ayn Rand,spoof
4070,Winston Churchill,bona-fide
4071,Ronald Reagan,bona-fide
